Crop_Year,State,Crop,Production,Area,Yield,Crop_Type
2005,Andhra Pradesh,Arecanut,234,293.0,0.8025,Frutales
2004,Andhra Pradesh,Sweet potato,7829,1193.0,6.883157895,"Especias, Tubérculos y Hortalizas"
2004,Andhra Pradesh,Sugarcane,15739172,209536.0,77.12619048,Cultivos Industriales
2004,Andhra Pradesh,Potato,27527,4037.0,7.64,"Especias, Tubérculos y Hortalizas"
2004,Andhra Pradesh,Ginger,10906,1873.0,5.2775,"Especias, Tubérculos y Hortalizas"
2004,Andhra Pradesh,Garlic,0,552.0,0.0,"Especias, Tubérculos y Hortalizas"
2004,Andhra Pradesh,Coriander,9314,23981.0,0.516470588,"Especias, Tubérculos y Hortalizas"
2000,Andhra Pradesh,Arecanut,724,262.0,2.78,Frutales
2000,Andhra Pradesh,Banana,819660,49051.0,17.63090909,Frutales
2000,Andhra Pradesh,Cashewnut,31074,145315.0,0.190625,Frutales
2004,Andhra Pradesh,Tapioca,146784,20137.0,6.748,Cereales y Granos
2000,Andhra Pradesh,Coconut ,1092707179,102646.0,9101.813684,Frutales
2000,Andhra Pradesh,Ginger,6515,2329.0,3.14875,"Especias, Tubérculos y Hortalizas"
2000,Andhra Pradesh,Potato,14618,2489.0,6.14375,"Especias, Tubérculos y Hortalizas"
2000,Andhra Pradesh,Sugarcane,17690131,237150.0,73.8955,Cultivos Industriales
2000,Andhra Pradesh,Sweet potato,25467,1938.0,13.93277778,"Especias, Tubérculos y Hortalizas"
2000,Andhra Pradesh,Tapioca,166124,21506.0,7.528,Cereales y Granos
2000,Andhra Pradesh,Tobacco,463405,126144.0,3.364285714,Cultivos Industriales
2008,Andhra Pradesh,Arecanut,265,359.0,0.915,Frutales
2008,Andhra Pradesh,Banana,1368488,54100.0,26.21611111,Frutales
2008,Andhra Pradesh,Cashewnut,45208,150135.0,0.319230769,Frutales
2000,Andhra Pradesh,Coriander,19993,58441.0,0.395,"Especias, Tubérculos y Hortalizas"
2004,Andhra Pradesh,Tobacco,585193,189484.0,4.54547619,Cultivos Industriales
2006,Andhra Pradesh,Tapioca,209152,19732.0,8.95,Cereales y Granos
2006,Andhra Pradesh,Sweet potato,8608,997.0,8.821764706,"Especias, Tubérculos y Hortalizas"
2006,Andhra Pradesh,Banana,1224106,50286.0,26.19809524,Frutales
2006,Andhra Pradesh,Cashewnut,37470,145095.0,0.2375,Frutales
2006,Andhra Pradesh,Coconut ,1326398065,105043.0,11710.48222,Frutales
2006,Andhra Pradesh,Coriander,10061,25375.0,0.495,"Especias, Tubérculos y Hortalizas"
2003,Andhra Pradesh,Tobacco,516207,191030.0,3.782439024,Cultivos Industriales
2003,Andhra Pradesh,Tapioca,122145,19456.0,6.29,Cereales y Granos
2003,Andhra Pradesh,Sweet potato,9130,1263.0,7.32,"Especias, Tubérculos y Hortalizas"
2003,Andhra Pradesh,Sugarcane,15069824,208969.0,74.48380952,Cultivos Industriales
2003,Andhra Pradesh,Potato,24049,2648.0,9.045,"Especias, Tubérculos y Hortalizas"
2003,Andhra Pradesh,Ginger,5614,1873.0,2.995,"Especias, Tubérculos y Hortalizas"
2003,Andhra Pradesh,Coriander,15999,48644.0,0.405294118,"Especias, Tubérculos y Hortalizas"
2003,Andhra Pradesh,Coconut ,1195079360,103965.0,9524.628235,Frutales
2003,Andhra Pradesh,Cashewnut,39207,150077.0,0.225,Frutales
2003,Andhra Pradesh,Banana,515379,38714.0,15.68263158,Frutales
2003,Andhra Pradesh,Arecanut,221,311.0,0.704,Frutales
2007,Andhra Pradesh,Tobacco,175000,120000.0,1.529166667,Cultivos Industriales
2007,Andhra Pradesh,Sugarcane,20182000,247000.0,83.4125,Cultivos Industriales
2006,Andhra Pradesh,Ginger,10301,2439.0,3.558,"Especias, Tubérculos y Hortalizas"
2006,Andhra Pradesh,Potato,44728,3645.0,12.436,"Especias, Tubérculos y Hortalizas"
2006,Andhra Pradesh,Sugarcane,21691638,264333.0,86.37380952,Cultivos Industriales
2006,Andhra Pradesh,Sunflower,329437,445693.0,0.896363636,Oleaginosas
2008,Andhra Pradesh,Coconut ,970056617,106616.0,9132.568235,Frutales
2008,Andhra Pradesh,Coriander,15616,33439.0,0.585625,"Especias, Tubérculos y Hortalizas"
2008,Andhra Pradesh,Ginger,11684,2194.0,4.525555556,"Especias, Tubérculos y Hortalizas"
2008,Andhra Pradesh,Potato,50118,5227.0,9.332,"Especias, Tubérculos y Hortalizas"
2009,Andhra Pradesh,Garlic,1565,530.0,2.556666667,"Especias, Tubérculos y Hortalizas"
2009,Andhra Pradesh,Ginger,16674,2317.0,5.49625,"Especias, Tubérculos y Hortalizas"
2009,Andhra Pradesh,Potato,57159,5040.0,10.294,"Especias, Tubérculos y Hortalizas"
2009,Andhra Pradesh,Sugarcane,11695863,157834.0,83.372,Cultivos Industriales
2009,Andhra Pradesh,Sunflower,270089,350523.0,0.929090909,Oleaginosas
2009,Andhra Pradesh,Sweet potato,6781,886.0,7.28625,"Especias, Tubérculos y Hortalizas"
2009,Andhra Pradesh,Tapioca,146366,11234.0,9.916666667,Cereales y Granos
2009,Andhra Pradesh,Tobacco,724059,258386.0,4.295121951,Cultivos Industriales
2001,Andhra Pradesh,Arecanut,449,268.0,1.71,Frutales
2001,Andhra Pradesh,Banana,761365,50507.0,11.73363636,Frutales
2001,Andhra Pradesh,Cashewnut,38729,147370.0,0.236,Frutales
2001,Andhra Pradesh,Coconut ,1124969850,104244.0,9057.671111,Frutales
2001,Andhra Pradesh,Coriander,22711,57913.0,0.531176471,"Especias, Tubérculos y Hortalizas"
2001,Andhra Pradesh,Ginger,6263,2547.0,2.4375,"Especias, Tubérculos y Hortalizas"
2001,Andhra Pradesh,Potato,14653,2348.0,5.85,"Especias, Tubérculos y Hortalizas"
2001,Andhra Pradesh,Sugarcane,18081889,218298.0,84.989,Cultivos Industriales
2001,Andhra Pradesh,Sweet potato,25810,1945.0,14.05764706,"Especias, Tubérculos y Hortalizas"
2001,Andhra Pradesh,Tapioca,146361,17694.0,7.83,Cereales y Granos
2001,Andhra Pradesh,Tobacco,418057,188936.0,2.97047619,Cultivos Industriales
1998,Andhra Pradesh,Sugarcane,16501700,213700.0,81.223,Cultivos Industriales
1998,Andhra Pradesh,Tobacco,246100,193100.0,1.503684211,Cultivos Industriales
2009,Andhra Pradesh,Coriander,20605,37468.0,0.695625,"Especias, Tubérculos y Hortalizas"
2006,Andhra Pradesh,Arecanut,176,255.0,0.685,Frutales
2009,Andhra Pradesh,Coconut ,1149330226,104541.0,10004.87412,Frutales
2009,Andhra Pradesh,Banana,1775347,58229.0,30.9435,Frutales
2008,Andhra Pradesh,Sugarcane,15382999,196126.0,81.6452381,Cultivos Industriales
2008,Andhra Pradesh,Sunflower,326182,418539.0,1.032727273,Oleaginosas
2008,Andhra Pradesh,Sweet potato,9863,903.0,8.952142857,"Especias, Tubérculos y Hortalizas"
2008,Andhra Pradesh,Tapioca,208052,16765.0,9.871428571,Cereales y Granos
2004,Andhra Pradesh,Coconut ,1199311362,103869.0,10469.71389,Frutales
2004,Andhra Pradesh,Cashewnut,33571,150352.0,0.256875,Frutales
2004,Andhra Pradesh,Banana,980481,40906.0,26.37047619,Frutales
2002,Andhra Pradesh,Tobacco,451214,173612.0,3.58547619,Cultivos Industriales
2002,Andhra Pradesh,Tapioca,79474,13138.0,5.034285714,Cereales y Granos
2002,Andhra Pradesh,Sweet potato,13380,1286.0,11.29588235,"Especias, Tubérculos y Hortalizas"
2002,Andhra Pradesh,Sugarcane,15387218,232471.0,69.35666667,Cultivos Industriales
2002,Andhra Pradesh,Potato,18677,2672.0,6.946666667,"Especias, Tubérculos y Hortalizas"
2002,Andhra Pradesh,Ginger,3313,2026.0,1.635,"Especias, Tubérculos y Hortalizas"
2002,Andhra Pradesh,Coriander,13721,45073.0,0.414705882,"Especias, Tubérculos y Hortalizas"
2002,Andhra Pradesh,Coconut ,1158625735,105291.0,9202.625556,Frutales
2002,Andhra Pradesh,Cashewnut,19643,150644.0,0.168125,Frutales
2002,Andhra Pradesh,Banana,1027659,39354.0,26.83952381,Frutales
2002,Andhra Pradesh,Arecanut,427,296.0,1.4525,Frutales
2008,Andhra Pradesh,Tobacco,717012,232741.0,4.74097561,Cultivos Industriales
2005,Andhra Pradesh,Banana,935517,45642.0,23.9085,Frutales
2009,Andhra Pradesh,Arecanut,198,386.0,0.855,Frutales
2009,Andhra Pradesh,Cashewnut,42703,139274.0,0.315,Frutales
1999,Andhra Pradesh,Dry chillies,496115,267789.0,1.692727273,"Especias, Tubérculos y Hortalizas"
2006,Andhra Pradesh,Tobacco,582747,191822.0,4.163571429,Cultivos Industriales
2005,Andhra Pradesh,Potato,29564,3275.0,8.895,"Especias, Tubérculos y Hortalizas"
1999,Andhra Pradesh,Onion,520983,34925.0,16.27210526,"Especias, Tubérculos y Hortalizas"
2005,Andhra Pradesh,Sunflower,297556,444264.0,0.931363636,Oleaginosas
2005,Andhra Pradesh,Sweet potato,8726,1085.0,8.547777778,"Especias, Tubérculos y Hortalizas"
2005,Andhra Pradesh,Tapioca,125986,15281.0,7.2075,Cereales y Granos
2005,Andhra Pradesh,Sugarcane,17656395,229960.0,83.59,Cultivos Industriales
2005,Andhra Pradesh,Ginger,16456,2161.0,5.812222222,"Especias, Tubérculos y Hortalizas"
2005,Andhra Pradesh,Garlic,0,800.0,0.0,"Especias, Tubérculos y Hortalizas"
2005,Andhra Pradesh,Coriander,12725,28114.0,0.503333333,"Especias, Tubérculos y Hortalizas"
2005,Andhra Pradesh,Tobacco,716614,204328.0,4.374418605,Cultivos Industriales
2005,Andhra Pradesh,Coconut ,891991928,104438.0,7717.767778,Frutales
2005,Andhra Pradesh,Cashewnut,40153,148372.0,0.285882353,Frutales
1999,Andhra Pradesh,Sugarcane,18507614,232416.0,76.31571429,Cultivos Industriales
1999,Andhra Pradesh,Tobacco,133652,128826.0,1.253125,Cultivos Industriales
2002,Arunachal Pradesh,Dry chillies,2345,1608.0,1.555333333,"Especias, Tubérculos y Hortalizas"
2007,Arunachal Pradesh,Sugarcane,21754,1233.0,16.482,Cultivos Industriales
2008,Arunachal Pradesh,Potato,33405,4063.0,7.076875,"Especias, Tubérculos y Hortalizas"
2008,Arunachal Pradesh,Oilseeds total,31016,31785.0,0.995,Oleaginosas
2007,Arunachal Pradesh,Turmeric,2119,549.0,4.4425,"Especias, Tubérculos y Hortalizas"
2008,Arunachal Pradesh,Dry chillies,3960,2320.0,1.874285714,"Especias, Tubérculos y Hortalizas"
2003,Arunachal Pradesh,Ginger,37177,4680.0,6.168,"Especias, Tubérculos y Hortalizas"
2002,Arunachal Pradesh,Turmeric,2020,514.0,4.459090909,"Especias, Tubérculos y Hortalizas"
2001,Arunachal Pradesh,Turmeric,2094,573.0,4.02625,"Especias, Tubérculos y Hortalizas"
2002,Arunachal Pradesh,Sugarcane,15284,798.0,16.57,Cultivos Industriales
2002,Arunachal Pradesh,Potato,30183,4335.0,6.894,"Especias, Tubérculos y Hortalizas"
2002,Arunachal Pradesh,Oilseeds total,29821,28494.0,1.007333333,Oleaginosas
2008,Arunachal Pradesh,Ginger,47190,6356.0,6.07,"Especias, Tubérculos y Hortalizas"
2007,Arunachal Pradesh,Potato,29173,3843.0,6.91,"Especias, Tubérculos y Hortalizas"
2001,Arunachal Pradesh,Sugarcane,18920,1036.0,17.73888889,Cultivos Industriales
2002,Arunachal Pradesh,Ginger,32332,4448.0,6.605714286,"Especias, Tubérculos y Hortalizas"
2003,Arunachal Pradesh,Dry chillies,2430,1657.0,1.54,"Especias, Tubérculos y Hortalizas"
2004,Arunachal Pradesh,Dry chillies,2640,2012.0,1.81125,"Especias, Tubérculos y Hortalizas"
2004,Arunachal Pradesh,Ginger,32877,4451.0,6.24375,"Especias, Tubérculos y Hortalizas"
2003,Arunachal Pradesh,Potato,29569,4022.0,7.232666667,"Especias, Tubérculos y Hortalizas"
2006,Arunachal Pradesh,Oilseeds total,29265,32160.0,0.959375,Oleaginosas
2006,Arunachal Pradesh,Ginger,42821,5832.0,5.573125,"Especias, Tubérculos y Hortalizas"
2006,Arunachal Pradesh,Dry chillies,2729,1903.0,1.566875,"Especias, Tubérculos y Hortalizas"
2005,Arunachal Pradesh,Turmeric,1631,427.0,4.232857143,"Especias, Tubérculos y Hortalizas"
2005,Arunachal Pradesh,Sugarcane,16181,878.0,17.00555556,Cultivos Industriales
2005,Arunachal Pradesh,Potato,29838,3963.0,7.205333333,"Especias, Tubérculos y Hortalizas"
2005,Arunachal Pradesh,Oilseeds total,23695,27566.0,0.955333333,Oleaginosas
2006,Arunachal Pradesh,Turmeric,1965,532.0,4.425,"Especias, Tubérculos y Hortalizas"
2007,Arunachal Pradesh,Dry chillies,3634,2372.0,2.26625,"Especias, Tubérculos y Hortalizas"
2003,Arunachal Pradesh,Oilseeds total,28478,28024.0,0.991333333,Oleaginosas
2007,Arunachal Pradesh,Ginger,47407,6305.0,5.950625,"Especias, Tubérculos y Hortalizas"
2005,Arunachal Pradesh,Ginger,33326,4814.0,5.896,"Especias, Tubérculos y Hortalizas"
2005,Arunachal Pradesh,Dry chillies,2646,2168.0,1.486666667,"Especias, Tubérculos y Hortalizas"
2004,Arunachal Pradesh,Turmeric,1794,505.0,3.795555556,"Especias, Tubérculos y Hortalizas"
2004,Arunachal Pradesh,Sugarcane,14132,736.0,15.67090909,Cultivos Industriales
2004,Arunachal Pradesh,Potato,27518,4217.0,6.794666667,"Especias, Tubérculos y Hortalizas"
2004,Arunachal Pradesh,Oilseeds total,26281,27139.0,1.044666667,Oleaginosas
2008,Arunachal Pradesh,Sugarcane,23439,1370.0,15.32727273,Cultivos Industriales
2003,Arunachal Pradesh,Turmeric,1527,447.0,3.82125,"Especias, Tubérculos y Hortalizas"
2003,Arunachal Pradesh,Sugarcane,15150,738.0,17.09888889,Cultivos Industriales
2007,Arunachal Pradesh,Oilseeds total,28568,30749.0,0.9325,Oleaginosas
2006,Arunachal Pradesh,Potato,31689,3985.0,7.649375,"Especias, Tubérculos y Hortalizas"
2008,Arunachal Pradesh,Turmeric,2375,612.0,3.945454545,"Especias, Tubérculos y Hortalizas"
2009,Arunachal Pradesh,Ginger,49663,6401.0,6.3375,"Especias, Tubérculos y Hortalizas"
2000,Arunachal Pradesh,Turmeric,1872,454.0,4.847142857,"Especias, Tubérculos y Hortalizas"
2000,Arunachal Pradesh,Sugarcane,14358,811.0,16.885,Cultivos Industriales
2009,Arunachal Pradesh,Dry chillies,3499,2086.0,2.042857143,"Especias, Tubérculos y Hortalizas"
2000,Arunachal Pradesh,Oilseeds total,27252,26301.0,1.003846154,Oleaginosas
2000,Arunachal Pradesh,Ginger,35295,4774.0,5.773,"Especias, Tubérculos y Hortalizas"
2000,Arunachal Pradesh,Dry chillies,2097,1317.0,1.815833333,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Turmeric,1473,404.0,4.262857143,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Sugarcane,16219,809.0,16.47375,Cultivos Industriales
2001,Arunachal Pradesh,Dry chillies,2128,1629.0,1.48,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Potato,32434,4960.0,6.365833333,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Ginger,34890,4399.0,5.327272727,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Dry chillies,1696,1499.0,1.2625,"Especias, Tubérculos y Hortalizas"
1998,Arunachal Pradesh,Turmeric,1199,366.0,3.574285714,"Especias, Tubérculos y Hortalizas"
1998,Arunachal Pradesh,Sugarcane,15032,743.0,17.69111111,Cultivos Industriales
1998,Arunachal Pradesh,Potato,31567,4846.0,6.744615385,"Especias, Tubérculos y Hortalizas"
1998,Arunachal Pradesh,Oilseeds total,25300,26481.0,0.955384615,Oleaginosas
1998,Arunachal Pradesh,Ginger,31091,4385.0,4.981818182,"Especias, Tubérculos y Hortalizas"
1998,Arunachal Pradesh,Dry chillies,1582,1236.0,1.7575,"Especias, Tubérculos y Hortalizas"
1999,Arunachal Pradesh,Oilseeds total,27228,27748.0,0.943076923,Oleaginosas
2001,Arunachal Pradesh,Ginger,38021,4613.0,6.304545455,"Especias, Tubérculos y Hortalizas"
2000,Arunachal Pradesh,Potato,36743,5621.0,6.783076923,"Especias, Tubérculos y Hortalizas"
2006,Arunachal Pradesh,Sugarcane,16843,1030.0,16.362,Cultivos Industriales
2009,Arunachal Pradesh,Turmeric,2556,626.0,4.01,"Especias, Tubérculos y Hortalizas"
1997,Arunachal Pradesh,Oilseeds total,24290,26118.0,0.950769231,Oleaginosas
2001,Arunachal Pradesh,Potato,32635,4646.0,6.809230769,"Especias, Tubérculos y Hortalizas"
2001,Arunachal Pradesh,Oilseeds total,29307,27560.0,1.021538462,Oleaginosas
2009,Arunachal Pradesh,Sugarcane,27145,1476.0,16.791,Cultivos Industriales
2009,Arunachal Pradesh,Potato,36449,4235.0,7.4525,"Especias, Tubérculos y Hortalizas"
2009,Arunachal Pradesh,Oilseeds total,215842,121468.0,1.679375,Oleaginosas
2009,Assam,Arecanut,68556,68947.0,0.981851852,Frutales
2008,Assam,Banana,629050,45580.0,13.89074074,Frutales
2009,Assam,Turmeric,9719,13883.0,0.744074074,"Especias, Tubérculos y Hortalizas"
2009,Assam,Tobacco,320,591.0,0.631923077,Cultivos Industriales
2009,Assam,Tapioca,15286,3205.0,4.463076923,Cereales y Granos
2009,Assam,Banana,621747,44980.0,13.76888889,Frutales
2009,Assam,Black pepper,4398,2967.0,1.577777778,"Especias, Tubérculos y Hortalizas"
2009,Assam,Coconut ,185962000,20368.0,8446.091481,Frutales
2008,Assam,Arecanut,63895,66072.0,0.989259259,Frutales
2001,Assam,Turmeric,8164,11812.0,0.672173913,"Especias, Tubérculos y Hortalizas"
2008,Assam,Black pepper,5144,3393.0,1.680384615,"Especias, Tubérculos y Hortalizas"
2008,Assam,Sugarcane,1099749,28649.0,37.27,Cultivos Industriales
2008,Assam,Dry chillies,10862,17010.0,0.62962963,"Especias, Tubérculos y Hortalizas"
2008,Assam,Sweet potato,22341,6338.0,3.421481481,"Especias, Tubérculos y Hortalizas"
2008,Assam,Onion,16816,6963.0,2.381481481,"Especias, Tubérculos y Hortalizas"
2009,Assam,Dry chillies,11727,17111.0,0.65962963,"Especias, Tubérculos y Hortalizas"
2009,Assam,Ginger,107893,15690.0,6.941481481,"Especias, Tubérculos y Hortalizas"
2009,Assam,Onion,15801,6785.0,2.375185185,"Especias, Tubérculos y Hortalizas"
2009,Assam,Potato,600153,82629.0,7.163703704,"Especias, Tubérculos y Hortalizas"
2009,Assam,Sugarcane,1062418,27165.0,38.25,Cultivos Industriales
2009,Assam,Sweet potato,23969,6806.0,3.410740741,"Especias, Tubérculos y Hortalizas"
2008,Assam,Turmeric,10497,14459.0,0.792962963,"Especias, Tubérculos y Hortalizas"
2008,Assam,Tobacco,266,493.0,0.649166667,Cultivos Industriales
2008,Assam,Tapioca,14397,3045.0,4.509615385,Cereales y Granos
2008,Assam,Potato,515740,78317.0,6.5,"Especias, Tubérculos y Hortalizas"
2008,Assam,Coconut ,180161000,19135.0,7716.895185,Frutales
2008,Assam,Ginger,103915,15210.0,6.942592593,"Especias, Tubérculos y Hortalizas"
2005,Assam,Turmeric,8500,11611.0,0.728888889,"Especias, Tubérculos y Hortalizas"
2002,Assam,Banana,589595,42631.0,13.77652174,Frutales
2007,Assam,Banana,606749,43999.0,13.68962963,Frutales
2007,Assam,Arecanut,56665,66235.0,0.856666667,Frutales
2006,Assam,Turmeric,8538,11741.0,0.723703704,"Especias, Tubérculos y Hortalizas"
2006,Assam,Tobacco,301,563.0,0.5928,Cultivos Industriales
2006,Assam,Tapioca,12602,2671.0,4.426923077,Cereales y Granos
2006,Assam,Sweet potato,28443,8112.0,3.406666667,"Especias, Tubérculos y Hortalizas"
2006,Assam,Sugarcane,1055337,26627.0,39.10666667,Cultivos Industriales
2006,Assam,Potato,504557,77712.0,6.657407407,"Especias, Tubérculos y Hortalizas"
2006,Assam,Onion,16775,6870.0,2.384814815,"Especias, Tubérculos y Hortalizas"
2006,Assam,Dry chillies,9975,15453.0,0.633703704,"Especias, Tubérculos y Hortalizas"
2006,Assam,Coconut ,135725000,18595.0,6233.948519,Frutales
2006,Assam,Banana,598857,43250.0,13.70814815,Frutales
2006,Assam,Arecanut,55044,69104.0,0.817037037,Frutales
2001,Assam,Tobacco,593,1195.0,0.600434783,Cultivos Industriales
2003,Assam,Arecanut,70414,74001.0,0.979130435,Frutales
2003,Assam,Banana,594645,42982.0,13.78478261,Frutales
2003,Assam,Coconut ,154284000,21309.0,6763.011739,Frutales
2003,Assam,Dry chillies,9688,14808.0,0.633913043,"Especias, Tubérculos y Hortalizas"
2003,Assam,Onion,17142,7332.0,2.34173913,"Especias, Tubérculos y Hortalizas"
2003,Assam,Potato,543070,77894.0,6.471304348,"Especias, Tubérculos y Hortalizas"
2003,Assam,Sugarcane,981360,25431.0,37.43217391,Cultivos Industriales
2003,Assam,Sweet potato,28384,8194.0,3.412173913,"Especias, Tubérculos y Hortalizas"
2003,Assam,Tapioca,13613,2873.0,4.383636364,Cereales y Granos
2003,Assam,Tobacco,416,828.0,0.561304348,Cultivos Industriales
2003,Assam,Turmeric,8420,12249.0,0.669130435,"Especias, Tubérculos y Hortalizas"
2007,Assam,Black pepper,4212,2823.0,1.528518519,"Especias, Tubérculos y Hortalizas"
2007,Assam,Coconut ,147079000,18812.0,7202.371852,Frutales
2007,Assam,Dry chillies,10134,16101.0,0.625555556,"Especias, Tubérculos y Hortalizas"
2007,Assam,Ginger,107076,15624.0,6.94,"Especias, Tubérculos y Hortalizas"
2002,Assam,Coconut ,160277000,20919.0,6959.633043,Frutales
2002,Assam,Dry chillies,9784,14885.0,0.637826087,"Especias, Tubérculos y Hortalizas"
2002,Assam,Onion,17467,7500.0,2.337826087,"Especias, Tubérculos y Hortalizas"
2002,Assam,Potato,589916,75486.0,7.566956522,"Especias, Tubérculos y Hortalizas"
2002,Assam,Sugarcane,916076,25152.0,37.02130435,Cultivos Industriales
2002,Assam,Sweet potato,28460,8243.0,3.405652174,"Especias, Tubérculos y Hortalizas"
2002,Assam,Tapioca,13501,2835.0,4.415,Cereales y Granos
2002,Assam,Tobacco,539,1104.0,0.56,Cultivos Industriales
2002,Assam,Turmeric,8315,12066.0,0.669130435,"Especias, Tubérculos y Hortalizas"
2005,Assam,Arecanut,66778,71176.0,0.913478261,Frutales
2005,Assam,Banana,577713,41967.0,13.70555556,Frutales
2005,Assam,Coconut ,204937000,19057.0,8486.539565,Frutales
2002,Assam,Arecanut,51631,73664.0,0.711304348,Frutales
2005,Assam,Dry chillies,9494,14688.0,0.637407407,"Especias, Tubérculos y Hortalizas"
2005,Assam,Potato,353696,69638.0,5.326296296,"Especias, Tubérculos y Hortalizas"
2005,Assam,Sugarcane,871219,23426.0,37.99444444,Cultivos Industriales
2005,Assam,Sweet potato,25858,7269.0,3.405555556,"Especias, Tubérculos y Hortalizas"
2005,Assam,Tapioca,13261,2777.0,4.458518519,Cereales y Granos
2005,Assam,Tobacco,351,657.0,0.504074074,Cultivos Industriales
2007,Assam,Turmeric,8629,12529.0,0.692592593,"Especias, Tubérculos y Hortalizas"
2007,Assam,Tobacco,265,501.0,0.5824,Cultivos Industriales
2007,Assam,Tapioca,12207,2609.0,4.444615385,Cereales y Granos
2007,Assam,Sweet potato,24301,6918.0,3.395925926,"Especias, Tubérculos y Hortalizas"
2007,Assam,Sugarcane,979860,25734.0,36.67259259,Cultivos Industriales
2007,Assam,Potato,520831,75197.0,6.564444444,"Especias, Tubérculos y Hortalizas"
2007,Assam,Onion,16323,6697.0,2.37037037,"Especias, Tubérculos y Hortalizas"
2005,Assam,Onion,18291,7726.0,2.373333333,"Especias, Tubérculos y Hortalizas"
2001,Assam,Tapioca,13710,2904.0,4.384347826,Cereales y Granos
1997,Assam,Arecanut,56708,73814.0,0.796086957,Frutales
2001,Assam,Sugarcane,1011398,27166.0,37.2173913,Cultivos Industriales
1999,Assam,Potato,699744,76748.0,8.062608696,"Especias, Tubérculos y Hortalizas"
1999,Assam,Sugarcane,1154615,29107.0,40.43478261,Cultivos Industriales
1999,Assam,Sweet potato,30979,8955.0,3.409130435,"Especias, Tubérculos y Hortalizas"
1999,Assam,Tapioca,13444,2836.0,4.436521739,Cereales y Granos
1999,Assam,Tobacco,695,1373.0,0.573913043,Cultivos Industriales
1999,Assam,Turmeric,7586,10980.0,0.667391304,"Especias, Tubérculos y Hortalizas"
2004,Assam,Turmeric,8401,11697.0,0.722173913,"Especias, Tubérculos y Hortalizas"
2004,Assam,Tobacco,365,678.0,0.580869565,Cultivos Industriales
2004,Assam,Sweet potato,28030,8026.0,3.406956522,"Especias, Tubérculos y Hortalizas"
2004,Assam,Sugarcane,883925,23942.0,37.40956522,Cultivos Industriales
1999,Assam,Onion,17167,7365.0,2.322173913,"Especias, Tubérculos y Hortalizas"
2004,Assam,Potato,589070,73104.0,7.482608696,"Especias, Tubérculos y Hortalizas"
2004,Assam,Dry chillies,9155,14283.0,0.631304348,"Especias, Tubérculos y Hortalizas"
2000,Assam,Arecanut,68261,73237.0,0.957391304,Frutales
2000,Assam,Banana,590095,42534.0,13.73217391,Frutales
2000,Assam,Coconut ,135910000,20913.0,5771.352609,Frutales
2000,Assam,Dry chillies,9681,14688.0,0.637826087,"Especias, Tubérculos y Hortalizas"
2000,Assam,Onion,17156,7359.0,2.331304348,"Especias, Tubérculos y Hortalizas"
2001,Assam,Sweet potato,28665,8343.0,3.326956522,"Especias, Tubérculos y Hortalizas"
2000,Assam,Sugarcane,987696,26768.0,36.57217391,Cultivos Industriales
2000,Assam,Sweet potato,30351,8757.0,3.435217391,"Especias, Tubérculos y Hortalizas"
2000,Assam,Tapioca,13546,2859.0,4.423478261,Cereales y Granos
2004,Assam,Onion,16786,7122.0,2.396956522,"Especias, Tubérculos y Hortalizas"
2000,Assam,Tobacco,624,1278.0,0.584782609,Cultivos Industriales
1999,Assam,Dry chillies,9516,14418.0,0.636956522,"Especias, Tubérculos y Hortalizas"
1999,Assam,Banana,583383,41922.0,13.74652174,Frutales
1997,Assam,Coconut ,126905000,19656.0,5238.051739,Frutales
1997,Assam,Dry chillies,9073,13587.0,0.643636364,"Especias, Tubérculos y Hortalizas"
1997,Assam,Niger seed,5076,9914.0,0.482352941,Oleaginosas
1997,Assam,Onion,17943,7832.0,2.342608696,"Especias, Tubérculos y Hortalizas"
1997,Assam,Potato,671871,75259.0,7.561304348,"Especias, Tubérculos y Hortalizas"
1997,Assam,Sesamum,8257,15765.0,0.487391304,Oleaginosas
1997,Assam,Sweet potato,32618,9380.0,3.440434783,"Especias, Tubérculos y Hortalizas"
1997,Assam,Tapioca,11728,2465.0,4.41826087,Cereales y Granos
1997,Assam,Tobacco,26,433.0,0.38,Cultivos Industriales
1997,Assam,Turmeric,6974,10071.0,0.67,"Especias, Tubérculos y Hortalizas"
1999,Assam,Coconut ,150062000,20238.0,5672.116522,Frutales
1998,Assam,Arecanut,55355,74457.0,0.784347826,Frutales
1998,Assam,Coconut ,149866000,20166.0,6045.886957,Frutales
1998,Assam,Dry chillies,9690,14724.0,0.636956522,"Especias, Tubérculos y Hortalizas"
1998,Assam,Onion,18341,8083.0,2.340434783,"Especias, Tubérculos y Hortalizas"
1998,Assam,Potato,611077,76958.0,7.230434783,"Especias, Tubérculos y Hortalizas"
1998,Assam,Sugarcane,1223578,30571.0,39.89304348,Cultivos Industriales
1998,Assam,Sweet potato,32437,9433.0,3.435652174,"Especias, Tubérculos y Hortalizas"
1998,Assam,Tapioca,13261,2798.0,4.445217391,Cereales y Granos
